"studyid","workflowid","groupid","numerator","denominator","metric","score","flag","gsm_analysis_date"
"AA-AA-000-0000","kri0001","43",212,15054,0.0140826358442939,4.58058289936574,2,2010-12-01
"AA-AA-000-0000","kri0001","83",56,3320,0.0168674698795181,2.76654090145674,1,2010-12-01
"AA-AA-000-0000","kri0001","139",1,27224,0.0000367322950337937,-2.72872033058971,-1,2010-12-01
"AA-AA-000-0000","kri0001","103",10,876,0.0114155251141553,0.802199827784761,0,2010-12-01
"AA-AA-000-0000","kri0001","190",25,2314,0.0108038029386344,1.19094297552094,0,2010-12-01
"AA-AA-000-0000","kri0001","136",6,800,0.0075,0.341853676792396,0,2010-12-01
"AA-AA-000-0000","kri0001","97",11,1488,0.00739247311827957,0.450317903055225,0,2010-12-01
"AA-AA-000-0000","kri0001","68",9,1430,0.00629370629370629,0.282093973757678,0,2010-12-01
"AA-AA-000-0000","kri0001","70",9,1430,0.00629370629370629,0.282093973757678,0,2010-12-01
"AA-AA-000-0000","kri0001","163",15,2387,0.00628403854210306,0.36265020265983,0,2010-12-01
"AA-AA-000-0000","kri0001","124",4,704,0.00568181818181818,0.135662207831127,0,2010-12-01
"AA-AA-000-0000","kri0001","98",8,1420,0.00563380281690141,0.185731618301686,0,2010-12-01
"AA-AA-000-0000","kri0001","62",64,11546,0.0055430452104625,0.492208629521362,0,2010-12-01
"AA-AA-000-0000","kri0001","135",13,2480,0.00524193548387097,0.170606011686551,0,2010-12-01
"AA-AA-000-0000","kri0001","180",4,780,0.00512820512820513,0.083496484824818,0,2010-12-01
"AA-AA-000-0000","kri0001","48",3,595,0.00504201680672269,0.0648621784664345,0,2010-12-01
"AA-AA-000-0000","kri0001","174",19,3944,0.00481744421906694,0.112902386642398,0,2010-12-01
"AA-AA-000-0000","kri0001","170",48,10298,0.00466109924257137,0.121585331127455,0,2010-12-01
"AA-AA-000-0000","kri0001","50",11,2425,0.0045360824742268,0.035389273536608,0,2010-12-01
"AA-AA-000-0000","kri0001","49",13,2884,0.00450762829403606,0.0327327200290693,0,2010-12-01
"AA-AA-000-0000","kri0001","5",68,15733,0.00432212546875993,-0.0127884610892054,0,2010-12-01
"AA-AA-000-0000","kri0001","121",13,3171,0.00409965310627562,-0.0537899212179336,0,2010-12-01
"AA-AA-000-0000","kri0001","76",26,6675,0.00389513108614232,-0.14212936891124,0,2010-12-01
"AA-AA-000-0000","kri0001","137",3,781,0.00384122919334187,-0.0543939526326101,0,2010-12-01
"AA-AA-000-0000","kri0001","181",3,783,0.00383141762452107,-0.0555165489722293,0,2010-12-01
"AA-AA-000-0000","kri0001","166",28,7598,0.00368518031060805,-0.221827697055756,0,2010-12-01
"AA-AA-000-0000","kri0001","107",5,1414,0.00353606789250354,-0.117200634507358,0,2010-12-01
"AA-AA-000-0000","kri0001","142",10,2831,0.00353232073472271,-0.166599295313093,0,2010-12-01
"AA-AA-000-0000","kri0001","131",16,5246,0.00304994281357225,-0.36078765668824,0,2010-12-01
"AA-AA-000-0000","kri0001","140",72,24846,0.00289785076068582,-0.877121567971038,0,2010-12-01
"AA-AA-000-0000","kri0001","57",4,1413,0.00283085633404105,-0.2188302082258,0,2010-12-01
"AA-AA-000-0000","kri0001","7",9,3185,0.00282574568288854,-0.329648221098842,0,2010-12-01
"AA-AA-000-0000","kri0001","188",2,714,0.00280112044817927,-0.15860292466133,0,2010-12-01
"AA-AA-000-0000","kri0001","69",14,5410,0.00258780036968577,-0.496754769951248,0,2010-12-01
"AA-AA-000-0000","kri0001","17",10,4234,0.00236183278223902,-0.495852881695324,0,2010-12-01
"AA-AA-000-0000","kri0001","11",7,2965,0.00236087689713322,-0.415143891647555,0,2010-12-01
"AA-AA-000-0000","kri0001","35",5,2314,0.00216076058772688,-0.403668970360651,0,2010-12-01
"AA-AA-000-0000","kri0001","148",3,1411,0.00212615166548547,-0.320201301593641,0,2010-12-01
"AA-AA-000-0000","kri0001","27",3,1590,0.00188679245283019,-0.376511729561098,0,2010-12-01
"AA-AA-000-0000","kri0001","61",13,7639,0.00170179342845922,-0.887288739519136,0,2010-12-01
"AA-AA-000-0000","kri0001","164",2,1402,0.0014265335235378,-0.419649713670502,0,2010-12-01
"AA-AA-000-0000","kri0001","28",0,1440,0,-0.632919164736166,0,2010-12-01
"AA-AA-000-0000","kri0001","52",0,876,0,-0.493649899925661,0,2010-12-01
