"studyid","workflowid","groupid","numerator","denominator","metric","score","flag","gsm_analysis_date"
"AA-AA-000-0000","cou0001","Japan",183,26443,0.00692054608024808,1.31600244346593,0,2023-05-09
"AA-AA-000-0000","cou0001","US",1443,285273,0.00505831256375472,0.140870206891301,0,2023-05-09
"AA-AA-000-0000","cou0001","China",266,67019,0.00396902370969427,-1.11727040308159,0,2023-05-09
"AA-AA-000-0000","cou0002","US",51,285273,0.000178776119716903,0.857855620866074,0,2023-05-09
"AA-AA-000-0000","cou0002","China",6,67019,0.0000895268505946075,-1.19806189188591,0,2023-05-09
"AA-AA-000-0000","cou0002","Japan",2,26443,0.0000756343833906894,-0.910346877272199,0,2023-05-09
"AA-AA-000-0000","kri0001","43",400,24166,0.0165521807498138,5.44258156194987,2,2023-05-09
"AA-AA-000-0000","kri0001","139",1,43704,0.0000228812008054183,-3.14937859829464,-2,2023-05-09
"AA-AA-000-0000","kri0001","83",83,4736,0.0175253378378378,2.61228747041541,1,2023-05-09
"AA-AA-000-0000","kri0001","135",26,3890,0.00668380462724936,0.318990726440625,0,2023-05-09
"AA-AA-000-0000","kri0001","62",164,24569,0.00667507835076723,0.797528755826372,0,2023-05-09
"AA-AA-000-0000","kri0001","107",14,2115,0.0066193853427896,0.226236255596353,0,2023-05-09
"AA-AA-000-0000","kri0001","136",12,1843,0.00651112316874661,0.197107922842112,0,2023-05-09
"AA-AA-000-0000","kri0001","190",34,5226,0.00650593187906621,0.330777490372558,0,2023-05-09
"AA-AA-000-0000","kri0001","181",14,2183,0.00641319285387082,0.200658547610099,0,2023-05-09
"AA-AA-000-0000","kri0001","159",4,629,0.00635930047694754,0.103615295591216,0,2023-05-09
"AA-AA-000-0000","kri0001","170",138,21878,0.0063077063716976,0.5879666481793,0,2023-05-09
"AA-AA-000-0000","kri0001","163",15,2387,0.00628403854210306,0.190708431008911,0,2023-05-09
"AA-AA-000-0000","kri0001","124",17,2751,0.00617957106506725,0.188133888790554,0,2023-05-09
"AA-AA-000-0000","kri0001","129",9,1493,0.00602813127930342,0.120869015904841,0,2023-05-09
"AA-AA-000-0000","kri0001","28",13,2286,0.00568678915135608,0.100120172521716,0,2023-05-09
"AA-AA-000-0000","kri0001","98",8,1420,0.00563380281690141,0.0728602457996241,0,2023-05-09
"AA-AA-000-0000","kri0001","70",12,2146,0.00559179869524697,0.0836748047206615,0,2023-05-09
"AA-AA-000-0000","kri0001","166",79,14349,0.00550561014704857,0.185089271525735,0,2023-05-09
"AA-AA-000-0000","kri0001","164",28,5193,0.00539187367610245,0.086517014407468,0,2023-05-09
"AA-AA-000-0000","kri0001","5",170,31992,0.00531382845711428,0.172449891918998,0,2023-05-09
"AA-AA-000-0000","kri0001","68",15,2852,0.00525946704067321,0.04269425928941,0,2023-05-09
"AA-AA-000-0000","kri0001","180",4,780,0.00512820512820513,0.0112215808085302,0,2023-05-09
"AA-AA-000-0000","kri0001","7",39,7678,0.00507944777285751,0.0222640962089931,0,2023-05-09
"AA-AA-000-0000","kri0001","174",20,3944,0.0050709939148073,0.0143485284869837,0,2023-05-09
"AA-AA-000-0000","kri0001","48",3,595,0.00504201680672269,0.00343176594908495,0,2023-05-09
"AA-AA-000-0000","kri0001","66",4,796,0.0050251256281407,0.00252557683462816,0,2023-05-09
"AA-AA-000-0000","kri0001","52",6,1205,0.00497925311203319,-0.00171672076473798,0,2023-05-09
"AA-AA-000-0000","kri0001","89",18,3674,0.00489929232444202,-0.0176807557794365,0,2023-05-09
"AA-AA-000-0000","kri0001","27",15,3167,0.00473634354278497,-0.0441965202104497,0,2023-05-09
"AA-AA-000-0000","kri0001","76",45,9840,0.00457317073170732,-0.126940629946367,0,2023-05-09
"AA-AA-000-0000","kri0001","49",13,2884,0.00450762829403606,-0.0793861044921361,0,2023-05-09
"AA-AA-000-0000","kri0001","121",21,4670,0.00449678800856531,-0.103263772161072,0,2023-05-09
"AA-AA-000-0000","kri0001","97",16,3717,0.00430454667742803,-0.127633881851944,0,2023-05-09
"AA-AA-000-0000","kri0001","188",9,2117,0.00425129900803023,-0.10374524050708,0,2023-05-09
"AA-AA-000-0000","kri0001","57",6,1413,0.00424628450106157,-0.0853286824816619,0,2023-05-09
"AA-AA-000-0000","kri0001","100",6,1425,0.00421052631578947,-0.0897796054685297,0,2023-05-09
