"studyid","workflowid","groupid","numerator","denominator","metric","score","flag","gsm_analysis_date"
"AA-AA-000-0000","kri0001","43",206,15054,0.0136840706788893,4.50305819628385,2,2010-11-01
"AA-AA-000-0000","kri0001","83",55,3320,0.016566265060241,2.76498487719588,1,2010-11-01
"AA-AA-000-0000","kri0001","139",1,27224,0.0000367322950337937,-2.7615633997406,-1,2010-11-01
"AA-AA-000-0000","kri0001","103",10,876,0.0114155251141553,0.823351074899017,0,2010-11-01
"AA-AA-000-0000","kri0001","190",25,2314,0.0108038029386344,1.22295693246673,0,2010-11-01
"AA-AA-000-0000","kri0001","136",6,800,0.0075,0.353173836969004,0,2010-11-01
"AA-AA-000-0000","kri0001","97",11,1488,0.00739247311827957,0.465423485272051,0,2010-11-01
"AA-AA-000-0000","kri0001","135",11,1505,0.00730897009966777,0.455390036543948,0,2010-11-01
"AA-AA-000-0000","kri0001","68",9,1430,0.00629370629370629,0.293565858901492,0,2010-11-01
"AA-AA-000-0000","kri0001","70",9,1430,0.00629370629370629,0.293565858901492,0,2010-11-01
"AA-AA-000-0000","kri0001","163",15,2387,0.00628403854210306,0.377433803345981,0,2010-11-01
"AA-AA-000-0000","kri0001","124",4,704,0.00568181818181818,0.142407769185355,0,2010-11-01
"AA-AA-000-0000","kri0001","98",8,1420,0.00563380281690141,0.195166561754491,0,2010-11-01
"AA-AA-000-0000","kri0001","62",64,11546,0.0055430452104625,0.518329191994783,0,2010-11-01
"AA-AA-000-0000","kri0001","180",4,780,0.00512820512820513,0.0893553002914117,0,2010-11-01
"AA-AA-000-0000","kri0001","48",3,595,0.00504201680672269,0.0698104303795813,0,2010-11-01
"AA-AA-000-0000","kri0001","174",19,3944,0.00481744421906694,0.124509692737021,0,2010-11-01
"AA-AA-000-0000","kri0001","170",46,10010,0.0045954045954046,0.11137224627492,0,2010-11-01
"AA-AA-000-0000","kri0001","76",26,5713,0.00455102398039559,0.0710029568342994,0,2010-11-01
"AA-AA-000-0000","kri0001","50",11,2425,0.0045360824742268,0.0433783400861955,0,2010-11-01
"AA-AA-000-0000","kri0001","49",13,2884,0.00450762829403606,0.0413224197011599,0,2010-11-01
"AA-AA-000-0000","kri0001","5",65,15733,0.00413144346278523,-0.0882470471583926,0,2010-11-01
"AA-AA-000-0000","kri0001","121",13,3171,0.00409965310627562,-0.0466276875654339,0,2010-11-01
"AA-AA-000-0000","kri0001","137",3,781,0.00384122919334187,-0.0514193826999948,0,2010-11-01
"AA-AA-000-0000","kri0001","181",3,783,0.00383141762452107,-0.0525602183382823,0,2010-11-01
"AA-AA-000-0000","kri0001","166",27,7598,0.00355356672808634,-0.258563688219923,0,2010-11-01
"AA-AA-000-0000","kri0001","107",5,1414,0.00353606789250354,-0.114119623220854,0,2010-11-01
"AA-AA-000-0000","kri0001","142",10,2831,0.00353232073472271,-0.162255786201065,0,2010-11-01
"AA-AA-000-0000","kri0001","131",16,5246,0.00304994281357225,-0.357680420701273,0,2010-11-01
"AA-AA-000-0000","kri0001","140",72,24846,0.00289785076068582,-0.872284386292064,0,2010-11-01
"AA-AA-000-0000","kri0001","7",9,3185,0.00282574568288854,-0.328243091467063,0,2010-11-01
"AA-AA-000-0000","kri0001","188",2,714,0.00280112044817927,-0.157990471088517,0,2010-11-01
"AA-AA-000-0000","kri0001","69",14,5410,0.00258780036968577,-0.496328792366795,0,2010-11-01
"AA-AA-000-0000","kri0001","17",10,4234,0.00236183278223902,-0.49665669049407,0,2010-11-01
"AA-AA-000-0000","kri0001","11",7,2965,0.00236087689713322,-0.415820721921898,0,2010-11-01
"AA-AA-000-0000","kri0001","35",5,2314,0.00216076058772688,-0.405039873578843,0,2010-11-01
"AA-AA-000-0000","kri0001","148",3,1411,0.00212615166548547,-0.321376194950181,0,2010-11-01
"AA-AA-000-0000","kri0001","27",3,1590,0.00188679245283019,-0.378525312315929,0,2010-11-01
"AA-AA-000-0000","kri0001","61",13,7639,0.00170179342845922,-0.893000642443232,0,2010-11-01
"AA-AA-000-0000","kri0001","164",2,1402,0.0014265335235378,-0.422924323983488,0,2010-11-01
"AA-AA-000-0000","kri0001","57",2,1413,0.00141542816702052,-0.426214790521341,0,2010-11-01
"AA-AA-000-0000","kri0001","28",0,1440,0,-0.640584604177133,0,2010-11-01
"AA-AA-000-0000","kri0001","52",0,876,0,-0.499628615097759,0,2010-11-01
