"studyid","workflowid","groupid","numerator","denominator","metric","score","flag","gsm_analysis_date"
"AA-AA-000-0000","kri0001","83",49,3320,0.0147590361445783,3.68857906368104,2,2010-08-01
"AA-AA-000-0000","kri0001","139",1,26735,0.0000374041518608566,-3.51428837482419,-2,2010-08-01
"AA-AA-000-0000","kri0001","103",10,876,0.0114155251141553,1.31991365829175,0,2010-08-01
"AA-AA-000-0000","kri0001","190",25,2314,0.0108038029386344,1.9743163128586,0,2010-08-01
"AA-AA-000-0000","kri0001","136",6,800,0.0075,0.618090082697959,0,2010-08-01
"AA-AA-000-0000","kri0001","97",11,1488,0.00739247311827957,0.818870333422206,0,2010-08-01
"AA-AA-000-0000","kri0001","43",81,12820,0.0063182527301092,1.6971038080032,0,2010-08-01
"AA-AA-000-0000","kri0001","68",9,1430,0.00629370629370629,0.56141180854626,0,2010-08-01
"AA-AA-000-0000","kri0001","70",9,1430,0.00629370629370629,0.56141180854626,0,2010-08-01
"AA-AA-000-0000","kri0001","163",15,2387,0.00628403854210306,0.72259331270743,0,2010-08-01
"AA-AA-000-0000","kri0001","135",9,1505,0.00598006644518272,0.505272516999701,0,2010-08-01
"AA-AA-000-0000","kri0001","124",4,704,0.00568181818181818,0.299611773675574,0,2010-08-01
"AA-AA-000-0000","kri0001","98",8,1420,0.00563380281690141,0.415007320629815,0,2010-08-01
"AA-AA-000-0000","kri0001","62",60,11546,0.00519660488480859,0.910521588617409,0,2010-08-01
"AA-AA-000-0000","kri0001","180",4,780,0.00512820512820513,0.22556250928897,0,2010-08-01
"AA-AA-000-0000","kri0001","48",3,595,0.00504201680672269,0.184794027129251,0,2010-08-01
"AA-AA-000-0000","kri0001","170",46,9211,0.00499402887851482,0.700329920311948,0,2010-08-01
"AA-AA-000-0000","kri0001","174",18,3944,0.00456389452332657,0.30136368568968,0,2010-08-01
"AA-AA-000-0000","kri0001","76",26,5713,0.00455102398039559,0.357055375165882,0,2010-08-01
"AA-AA-000-0000","kri0001","50",11,2425,0.0045360824742268,0.228352847043266,0,2010-08-01
"AA-AA-000-0000","kri0001","49",13,2884,0.00450762829403606,0.240152341221726,0,2010-08-01
"AA-AA-000-0000","kri0001","148",3,702,0.00427350427350427,0.082452857602507,0,2010-08-01
"AA-AA-000-0000","kri0001","166",26,6101,0.00426159645959679,0.237671094152461,0,2010-08-01
"AA-AA-000-0000","kri0001","121",13,3171,0.00409965310627562,0.118377422182664,0,2010-08-01
"AA-AA-000-0000","kri0001","5",63,15733,0.00400432212546876,0.194225655281728,0,2010-08-01
"AA-AA-000-0000","kri0001","137",3,781,0.00384122919334187,0.016800041934555,0,2010-08-01
"AA-AA-000-0000","kri0001","181",3,783,0.00383141762452107,0.0152268486046862,0,2010-08-01
"AA-AA-000-0000","kri0001","107",5,1414,0.00353606789250354,-0.0440464385552771,0,2010-08-01
"AA-AA-000-0000","kri0001","142",10,2831,0.00353232073472271,-0.0634821563172336,0,2010-08-01
"AA-AA-000-0000","kri0001","131",16,5246,0.00304994281357225,-0.289352128873062,0,2010-08-01
"AA-AA-000-0000","kri0001","140",70,24129,0.00290107339715695,-0.754875128768797,0,2010-08-01
"AA-AA-000-0000","kri0001","188",2,714,0.00280112044817927,-0.14536698374194,0,2010-08-01
"AA-AA-000-0000","kri0001","69",14,5410,0.00258780036968577,-0.491278546618408,0,2010-08-01
"AA-AA-000-0000","kri0001","7",8,3185,0.00251177394034537,-0.401871746277768,0,2010-08-01
"AA-AA-000-0000","kri0001","17",10,4234,0.00236183278223902,-0.520018968923047,0,2010-08-01
"AA-AA-000-0000","kri0001","11",7,2965,0.00236087689713322,-0.435469479792001,0,2010-08-01
"AA-AA-000-0000","kri0001","35",5,2314,0.00216076058772688,-0.440618396139083,0,2010-08-01
"AA-AA-000-0000","kri0001","61",11,5569,0.00197521996767822,-0.763972668114651,0,2010-08-01
"AA-AA-000-0000","kri0001","27",3,1590,0.00188679245283019,-0.428694504886104,0,2010-08-01
"AA-AA-000-0000","kri0001","57",2,1413,0.00141542816702052,-0.507045847850903,0,2010-08-01
"AA-AA-000-0000","kri0001","28",0,950,0,-0.66915551034994,0,2010-08-01
"AA-AA-000-0000","kri0001","52",0,876,0,-0.642565359362281,0,2010-08-01
"AA-AA-000-0000","kri0001","164",0,701,0,-0.574809933821802,0,2010-08-01
