"studyid","workflowid","groupid","numerator","denominator","metric","score","flag","gsm_analysis_date"
"AA-AA-000-0000","kri0001","83",49,3320,0.0147590361445783,3.46286484004723,2,2010-09-01
"AA-AA-000-0000","kri0001","139",1,26735,0.0000374041518608566,-3.39978523541695,-2,2010-09-01
"AA-AA-000-0000","kri0001","43",110,14345,0.00766817706517951,2.53152330440022,1,2010-09-01
"AA-AA-000-0000","kri0001","103",10,876,0.0114155251141553,1.23501099420313,0,2010-09-01
"AA-AA-000-0000","kri0001","190",25,2314,0.0108038029386344,1.84555517290757,0,2010-09-01
"AA-AA-000-0000","kri0001","136",6,800,0.0075,0.571691326850164,0,2010-09-01
"AA-AA-000-0000","kri0001","97",11,1488,0.00739247311827957,0.756891876514651,0,2010-09-01
"AA-AA-000-0000","kri0001","135",10,1505,0.00664451827242525,0.601765471172748,0,2010-09-01
"AA-AA-000-0000","kri0001","68",9,1430,0.00629370629370629,0.513686002899838,0,2010-09-01
"AA-AA-000-0000","kri0001","70",9,1430,0.00629370629370629,0.513686002899838,0,2010-09-01
"AA-AA-000-0000","kri0001","163",15,2387,0.00628403854210306,0.661080339653478,0,2010-09-01
"AA-AA-000-0000","kri0001","124",4,704,0.00568181818181818,0.271217506751254,0,2010-09-01
"AA-AA-000-0000","kri0001","98",8,1420,0.00563380281690141,0.375248535590504,0,2010-09-01
"AA-AA-000-0000","kri0001","62",60,11546,0.00519660488480859,0.81188506697852,0,2010-09-01
"AA-AA-000-0000","kri0001","180",4,780,0.00512820512820513,0.200524575995933,0,2010-09-01
"AA-AA-000-0000","kri0001","48",3,595,0.00504201680672269,0.16358542737262,0,2010-09-01
"AA-AA-000-0000","kri0001","170",46,10010,0.0045954045954046,0.425445389369155,0,2010-09-01
"AA-AA-000-0000","kri0001","174",18,3944,0.00456389452332657,0.256178230088315,0,2010-09-01
"AA-AA-000-0000","kri0001","76",26,5713,0.00455102398039559,0.302977614172373,0,2010-09-01
"AA-AA-000-0000","kri0001","50",11,2425,0.0045360824742268,0.193351215533293,0,2010-09-01
"AA-AA-000-0000","kri0001","49",13,2884,0.00450762829403606,0.202460946206367,0,2010-09-01
"AA-AA-000-0000","kri0001","148",3,702,0.00427350427350427,0.0658028340469401,0,2010-09-01
"AA-AA-000-0000","kri0001","166",26,6101,0.00426159645959679,0.188878057665592,0,2010-09-01
"AA-AA-000-0000","kri0001","121",13,3171,0.00409965310627562,0.0860610692635853,0,2010-09-01
"AA-AA-000-0000","kri0001","5",63,15733,0.00400432212546876,0.125993255537693,0,2010-09-01
"AA-AA-000-0000","kri0001","137",3,781,0.00384122919334187,0.00302733009961298,0,2010-09-01
"AA-AA-000-0000","kri0001","181",3,783,0.00383141762452107,0.00152262881403202,0,2010-09-01
"AA-AA-000-0000","kri0001","107",5,1414,0.00353606789250354,-0.0589789994952211,0,2010-09-01
"AA-AA-000-0000","kri0001","142",10,2831,0.00353232073472271,-0.0845486481265534,0,2010-09-01
"AA-AA-000-0000","kri0001","131",16,5246,0.00304994281357225,-0.307070496003397,0,2010-09-01
"AA-AA-000-0000","kri0001","140",70,24129,0.00290107339715695,-0.785621421746228,0,2010-09-01
"AA-AA-000-0000","kri0001","188",2,714,0.00280112044817927,-0.149818232227866,0,2010-09-01
"AA-AA-000-0000","kri0001","69",14,5410,0.00258780036968577,-0.49860979345495,0,2010-09-01
"AA-AA-000-0000","kri0001","7",8,3185,0.00251177394034537,-0.406151091792103,0,2010-09-01
"AA-AA-000-0000","kri0001","17",10,4234,0.00236183278223902,-0.521892697532741,0,2010-09-01
"AA-AA-000-0000","kri0001","11",7,2965,0.00236087689713322,-0.437021144946529,0,2010-09-01
"AA-AA-000-0000","kri0001","35",5,2314,0.00216076058772688,-0.438969737129921,0,2010-09-01
"AA-AA-000-0000","kri0001","27",3,1590,0.00188679245283019,-0.423901307822247,0,2010-09-01
"AA-AA-000-0000","kri0001","61",12,6597,0.00181900864029104,-0.893705951518257,0,2010-09-01
"AA-AA-000-0000","kri0001","57",2,1413,0.00141542816702052,-0.496969680855643,0,2010-09-01
"AA-AA-000-0000","kri0001","164",0,1402,0,-0.786243585589795,0,2010-09-01
"AA-AA-000-0000","kri0001","28",0,950,0,-0.6472095414194,0,2010-09-01
"AA-AA-000-0000","kri0001","52",0,876,0,-0.621491454725329,0,2010-09-01
