"studyid","workflowid","threshold","numerator","denominator","log_denominator","gsm_analysis_date"
"AA-AA-000-0000","kri0001",-3,0.0952817186086512,20461.4,9.92629546336211,2010-09-01
"AA-AA-000-0000","kri0001",-3,0.295568229993326,20565.96,9.93139256082955,2010-09-01
"AA-AA-000-0000","kri0001",-3,0.496360711486986,20670.52,9.93646380959208,2010-09-01
"AA-AA-000-0000","kri0001",-3,0.697655328800055,20775.08,9.94150947049842,2010-09-01
"AA-AA-000-0000","kri0001",-3,0.899448295827426,20879.64,9.94652980046863,2010-09-01
"AA-AA-000-0000","kri0001",-3,1.10173587380482,20984.2,9.95152505257258,2010-09-01
"AA-AA-000-0000","kri0001",-3,1.30451437048433,21088.76,9.95649547610655,2010-09-01
"AA-AA-000-0000","kri0001",-3,1.50778013932816,21193.32,9.96144131666783,2010-09-01
"AA-AA-000-0000","kri0001",-3,1.71152957872021,21297.88,9.96636281622759,2010-09-01
"AA-AA-000-0000","kri0001",-3,1.91575913119521,21402.44,9.97126021320189,2010-09-01
"AA-AA-000-0000","kri0001",-3,2.12046528268464,21507,9.97613374252098,2010-09-01
"AA-AA-000-0000","kri0001",-3,2.3256445617792,21611.56,9.98098363569693,2010-09-01
"AA-AA-000-0000","kri0001",-3,2.53129353900732,21716.12,9.98581012088961,2010-09-01
"AA-AA-000-0000","kri0001",-3,2.73740882612928,21820.68,9.99061342297113,2010-09-01
"AA-AA-000-0000","kri0001",-3,2.94398707544641,21925.24,9.99539376358868,2010-09-01
"AA-AA-000-0000","kri0001",-3,3.15102497912538,22029.8,10.0001513612259,2010-09-01
"AA-AA-000-0000","kri0001",-3,3.35851926853656,22134.36,10.0048864312628,2010-09-01
"AA-AA-000-0000","kri0001",-3,3.56646671360674,22238.92,10.0095991860343,2010-09-01
"AA-AA-000-0000","kri0001",-3,3.77486412218527,22343.48,10.0142898348873,2010-09-01
"AA-AA-000-0000","kri0001",-3,3.98370833942377,22448.04,10.0189585842366,2010-09-01
"AA-AA-000-0000","kri0001",-3,4.19299624716857,22552.6,10.0236056376192,2010-09-01
"AA-AA-000-0000","kri0001",-3,4.4027247633661,22657.16,10.0282311957477,2010-09-01
"AA-AA-000-0000","kri0001",-3,4.61289084148033,22761.72,10.0328354565624,2010-09-01
"AA-AA-000-0000","kri0001",-3,4.82349146992248,22866.28,10.0374186152819,2010-09-01
"AA-AA-000-0000","kri0001",-3,5.03452367149224,22970.84,10.0419808644529,2010-09-01
"AA-AA-000-0000","kri0001",-3,5.24598450283063,23075.4,10.0465223939987,2010-09-01
"AA-AA-000-0000","kri0001",-3,5.45787105388381,23179.96,10.0510433912667,2010-09-01
"AA-AA-000-0000","kri0001",-3,5.67018044737793,23284.52,10.0555440410747,2010-09-01
"AA-AA-000-0000","kri0001",-3,5.88290983830443,23389.08,10.0600245257563,2010-09-01
"AA-AA-000-0000","kri0001",-3,6.09605641341582,23493.64,10.0644850252052,2010-09-01
