"studyid","workflowid","groupid","numerator","denominator","metric","score","flag","gsm_analysis_date"
"AA-AA-000-0000","kri0001","83",49,2604,0.0188172043010753,4.34679332657654,2,2010-06-01
"AA-AA-000-0000","kri0001","139",1,23801,0.0000420150413848158,-3.21602068653094,-2,2010-06-01
"AA-AA-000-0000","kri0001","103",10,876,0.0114155251141553,1.28402099515047,0,2010-06-01
"AA-AA-000-0000","kri0001","190",25,2314,0.0108038029386344,1.92072296476924,0,2010-06-01
"AA-AA-000-0000","kri0001","136",6,800,0.0075,0.60163831552761,0,2010-06-01
"AA-AA-000-0000","kri0001","97",11,1488,0.00739247311827957,0.797101592843875,0,2010-06-01
"AA-AA-000-0000","kri0001","68",9,1430,0.00629370629370629,0.546767957164738,0,2010-06-01
"AA-AA-000-0000","kri0001","70",9,1430,0.00629370629370629,0.546767957164738,0,2010-06-01
"AA-AA-000-0000","kri0001","163",15,2387,0.00628403854210306,0.703749768864434,0,2010-06-01
"AA-AA-000-0000","kri0001","135",9,1505,0.00598006644518272,0.492210514144221,0,2010-06-01
"AA-AA-000-0000","kri0001","124",4,704,0.00568181818181818,0.291953506860388,0,2010-06-01
"AA-AA-000-0000","kri0001","98",8,1420,0.00563380281690141,0.404422445241208,0,2010-06-01
"AA-AA-000-0000","kri0001","76",25,4675,0.0053475935828877,0.623294679254842,0,2010-06-01
"AA-AA-000-0000","kri0001","180",4,780,0.00512820512820513,0.219993315498529,0,2010-06-01
"AA-AA-000-0000","kri0001","62",59,11546,0.00510999480339511,0.835354297882293,0,2010-06-01
"AA-AA-000-0000","kri0001","48",3,595,0.00504201680672269,0.180268740997019,0,2010-06-01
"AA-AA-000-0000","kri0001","170",45,9211,0.00488546303332971,0.624425805766534,0,2010-06-01
"AA-AA-000-0000","kri0001","43",48,9898,0.00484946453829056,0.627068115839925,0,2010-06-01
"AA-AA-000-0000","kri0001","174",18,3944,0.00456389452332657,0.294552108994165,0,2010-06-01
"AA-AA-000-0000","kri0001","50",11,2425,0.0045360824742268,0.223232421574097,0,2010-06-01
"AA-AA-000-0000","kri0001","49",13,2884,0.00450762829403606,0.234814581017936,0,2010-06-01
"AA-AA-000-0000","kri0001","5",62,14237,0.00435485003863173,0.418773548584369,0,2010-06-01
"AA-AA-000-0000","kri0001","148",3,702,0.00427350427350427,0.0808191093797272,0,2010-06-01
"AA-AA-000-0000","kri0001","166",24,6101,0.00393378134732011,0.0884054277010284,0,2010-06-01
"AA-AA-000-0000","kri0001","137",3,781,0.00384122919334187,0.0170237655786518,0,2010-06-01
"AA-AA-000-0000","kri0001","181",3,783,0.00383141762452107,0.0154951059692801,0,2010-06-01
"AA-AA-000-0000","kri0001","121",12,3171,0.00378429517502365,0.0161973643770482,0,2010-06-01
"AA-AA-000-0000","kri0001","107",5,1414,0.00353606789250354,-0.0418960409644029,0,2010-06-01
"AA-AA-000-0000","kri0001","142",10,2831,0.00353232073472271,-0.0604072900415944,0,2010-06-01
"AA-AA-000-0000","kri0001","7",8,2477,0.00322971336293904,-0.141555335964185,0,2010-06-01
"AA-AA-000-0000","kri0001","131",16,5246,0.00304994281357225,-0.279535601974796,0,2010-06-01
"AA-AA-000-0000","kri0001","69",14,4625,0.00302702702702703,-0.271270406503429,0,2010-06-01
"AA-AA-000-0000","kri0001","140",69,24129,0.00285962949148328,-0.766450514453287,0,2010-06-01
"AA-AA-000-0000","kri0001","57",2,711,0.00281293952180028,-0.138598333069402,0,2010-06-01
"AA-AA-000-0000","kri0001","188",2,714,0.00280112044817927,-0.140673910061734,0,2010-06-01
"AA-AA-000-0000","kri0001","17",10,4234,0.00236183278223902,-0.503983878880352,0,2010-06-01
"AA-AA-000-0000","kri0001","11",7,2965,0.00236087689713322,-0.422042456699646,0,2010-06-01
"AA-AA-000-0000","kri0001","35",5,2314,0.00216076058772688,-0.427205204981556,0,2010-06-01
"AA-AA-000-0000","kri0001","27",3,1590,0.00188679245283019,-0.415815305726599,0,2010-06-01
"AA-AA-000-0000","kri0001","61",9,5569,0.001616089064464,-0.892281167231435,0,2010-06-01
"AA-AA-000-0000","kri0001","28",0,950,0,-0.649827775929325,0,2010-06-01
"AA-AA-000-0000","kri0001","52",0,876,0,-0.624005648769528,0,2010-06-01
"AA-AA-000-0000","kri0001","164",0,701,0,-0.558207255413866,0,2010-06-01
