"studyid","workflowid","groupid","numerator","denominator","metric","score","flag","gsm_analysis_date"
"AA-AA-000-0000","kri0001","43",206,14345,0.0143604043220634,4.6085961698758,2,2010-10-01
"AA-AA-000-0000","kri0001","83",55,3320,0.016566265060241,2.70383280356623,1,2010-10-01
"AA-AA-000-0000","kri0001","139",1,27224,0.0000367322950337937,-2.70148356043232,-1,2010-10-01
"AA-AA-000-0000","kri0001","103",10,876,0.0114155251141553,0.805085641365559,0,2010-10-01
"AA-AA-000-0000","kri0001","190",25,2314,0.0108038029386344,1.19580799117067,0,2010-10-01
"AA-AA-000-0000","kri0001","136",6,800,0.0075,0.345269130900162,0,2010-10-01
"AA-AA-000-0000","kri0001","97",11,1488,0.00739247311827957,0.455000592738171,0,2010-10-01
"AA-AA-000-0000","kri0001","135",10,1505,0.00664451827242525,0.346476142561921,0,2010-10-01
"AA-AA-000-0000","kri0001","68",9,1430,0.00629370629370629,0.286931235990903,0,2010-10-01
"AA-AA-000-0000","kri0001","70",9,1430,0.00629370629370629,0.286931235990903,0,2010-10-01
"AA-AA-000-0000","kri0001","163",15,2387,0.00628403854210306,0.368902688178341,0,2010-10-01
"AA-AA-000-0000","kri0001","124",4,704,0.00568181818181818,0.139152666716042,0,2010-10-01
"AA-AA-000-0000","kri0001","98",8,1420,0.00563380281690141,0.190699607820068,0,2010-10-01
"AA-AA-000-0000","kri0001","62",63,11546,0.00545643512904902,0.470794324638192,0,2010-10-01
"AA-AA-000-0000","kri0001","180",4,780,0.00512820512820513,0.0872623385042814,0,2010-10-01
"AA-AA-000-0000","kri0001","48",3,595,0.00504201680672269,0.0681637445152505,0,2010-10-01
"AA-AA-000-0000","kri0001","174",19,3944,0.00481744421906694,0.121486354428833,0,2010-10-01
"AA-AA-000-0000","kri0001","170",46,10010,0.0045954045954046,0.108471436985416,0,2010-10-01
"AA-AA-000-0000","kri0001","76",26,5713,0.00455102398039559,0.069100769534495,0,2010-10-01
"AA-AA-000-0000","kri0001","50",11,2425,0.0045360824742268,0.0422024892818572,0,2010-10-01
"AA-AA-000-0000","kri0001","49",13,2884,0.00450762829403606,0.0401718813029819,0,2010-10-01
"AA-AA-000-0000","kri0001","148",3,702,0.00427350427350427,-0.003935111729887,0,2010-10-01
"AA-AA-000-0000","kri0001","5",65,15733,0.00413144346278523,-0.0868652416806625,0,2010-10-01
"AA-AA-000-0000","kri0001","121",13,3171,0.00409965310627562,-0.04585295764862,0,2010-10-01
"AA-AA-000-0000","kri0001","137",3,781,0.00384122919334187,-0.0504121035503461,0,2010-10-01
"AA-AA-000-0000","kri0001","181",3,783,0.00383141762452107,-0.0515279743732175,0,2010-10-01
"AA-AA-000-0000","kri0001","107",5,1414,0.00353606789250354,-0.111774722220604,0,2010-10-01
"AA-AA-000-0000","kri0001","142",10,2831,0.00353232073472271,-0.158920643628191,0,2010-10-01
"AA-AA-000-0000","kri0001","166",26,7598,0.00342195314556462,-0.297191916229573,0,2010-10-01
"AA-AA-000-0000","kri0001","131",16,5246,0.00304994281357225,-0.350127462764771,0,2010-10-01
"AA-AA-000-0000","kri0001","140",70,24846,0.00281735490622233,-0.902368396553926,0,2010-10-01
"AA-AA-000-0000","kri0001","188",2,714,0.00280112044817927,-0.154630658134819,0,2010-10-01
"AA-AA-000-0000","kri0001","69",14,5410,0.00258780036968577,-0.485727372444479,0,2010-10-01
"AA-AA-000-0000","kri0001","7",8,3185,0.00251177394034537,-0.389121379093495,0,2010-10-01
"AA-AA-000-0000","kri0001","17",10,4234,0.00236183278223902,-0.486010059804389,0,2010-10-01
"AA-AA-000-0000","kri0001","11",7,2965,0.00236087689713322,-0.406906819964414,0,2010-10-01
"AA-AA-000-0000","kri0001","35",5,2314,0.00216076058772688,-0.396334975891006,0,2010-10-01
"AA-AA-000-0000","kri0001","27",3,1590,0.00188679245283019,-0.370367501592167,0,2010-10-01
"AA-AA-000-0000","kri0001","61",13,7639,0.00170179342845922,-0.873725219699635,0,2010-10-01
"AA-AA-000-0000","kri0001","57",2,1413,0.00141542816702052,-0.416996468892915,0,2010-10-01
"AA-AA-000-0000","kri0001","164",0,1402,0,-0.618323220353282,0,2010-10-01
"AA-AA-000-0000","kri0001","28",0,950,0,-0.508983087720351,0,2010-10-01
"AA-AA-000-0000","kri0001","52",0,876,0,-0.488757688775985,0,2010-10-01
